Bikesharing-Dataset with 16 columns and 309 records;;;;;;;;;;;;;;;;;;;;;;;;;;;;
171;fall;no;Tue;no;cloudy;0.680833;0.637646;0.770417;0.171025;774;4061;4835;21;6;2011;;;;;;;;;;;;;
172;fall;no;Wed;no;clear sky;0.733333;0.693829;0.7075;0.172262;661;3846;4507;22;6;2011;;;;;;;;;;;;;
173;fall;no;Thu;no;cloudy;0.728333;0.693833;0.703333;0.238804;746;4044;4790;23;6;2011;;;;;;;;;;;;;
174;fall;no;Fri;no;clear sky;0.724167;0.656583;0.573333;0.222025;969;4022;4991;24;6;2011;;;;;;;;;;;;;
175;fall;no;Sat;no;clear sky;0.695;0.643313;0.483333;0.209571;1782;3420;5202;25;6;2011;;;;;;;;;;;;;
176;fall;no;Sun;no;clear sky;0.68;0.637629;0.513333;0.0945333;1920;3385;5305;26;6;2011;;;;;;;;;;;;;
177;fall;no;Mon;no;cloudy;0.6825;0.637004;0.658333;0.107588;854;3854;4708;27;6;2011;;;;;;;;;;;;;
178;fall;no;Tue;no;clear sky;0.744167;0.692558;0.634167;0.144283;732;3916;4648;28;6;2011;;;;;;;;;;;;;
179;fall;no;Wed;no;clear sky;0.728333;0.654688;0.497917;0.261821;848;4377;5225;29;6;2011;;;;;;;;;;;;;
180;fall;no;Thu;no;clear sky;0.696667;0.637008;0.434167;0.185312;1027;4488;5515;30;6;2011;;;;;;;;;;;;;
181;fall;no;Fri;no;clear sky;0.7225;0.652162;0.39625;0.102608;1246;4116;5362;1;7;2011;;;;;;;;;;;;;
182;fall;no;Sat;no;clear sky;0.738333;0.667308;0.444583;0.115062;2204;2915;5119;2;7;2011;;;;;;;;;;;;;
183;fall;no;Sun;no;cloudy;0.716667;0.668575;0.6825;0.228858;2282;2367;4649;3;7;2011;;;;;;;;;;;;;
184;fall;yes;Mon;no;cloudy;0.726667;0.665417;0.637917;0.0814792;3065;2978;6043;4;7;2011;;;;;;;;;;;;;
185;fall;no;Tue;no;clear sky;0.746667;0.696338;0.590417;0.126258;1031;3634;4665;5;7;2011;;;;;;;;;;;;;
186;fall;no;Wed;no;clear sky;0.72;0.685633;0.743333;0.149883;784;3845;4629;6;7;2011;;;;;;;;;;;;;
187;fall;no;Thu;no;clear sky;0.75;0.686871;0.65125;0.1592;754;3838;4592;7;7;2011;;;;;;;;;;;;;
188;fall;no;Fri;no;cloudy;0.709167;0.670483;0.757917;0.225129;692;3348;4040;8;7;2011;;;;;;;;;;;;;
189;fall;no;Sat;no;clear sky;0.733333;0.664158;0.609167;0.167912;1988;3348;5336;9;7;2011;;;;;;;;;;;;;
190;fall;no;Sun;no;clear sky;0.7475;0.690025;0.578333;0.183471;1743;3138;4881;10;7;2011;;;;;;;;;;;;;
191;fall;no;Mon;no;clear sky;0.7625;0.729804;0.635833;0.282337;723;3363;4086;11;7;2011;;;;;;;;;;;;;
192;fall;no;Tue;no;clear sky;0.794167;0.739275;0.559167;0.200254;662;3596;4258;12;7;2011;;;;;;;;;;;;;
193;fall;no;Wed;no;clear sky;0.746667;0.689404;0.631667;0.146133;748;3594;4342;13;7;2011;;;;;;;;;;;;;
194;fall;no;Thu;no;clear sky;0.680833;0.635104;0.47625;0.240667;888;4196;5084;14;7;2011;;;;;;;;;;;;;
195;fall;no;Fri;no;clear sky;0.663333;0.624371;0.59125;0.182833;1318;4220;5538;15;7;2011;;;;;;;;;;;;;
196;fall;no;Sat;no;clear sky;0.686667;0.638263;0.585;0.208342;2418;3505;5923;16;7;2011;;;;;;;;;;;;;
197;fall;no;Sun;no;clear sky;0.719167;0.669833;0.604167;0.245033;2006;3296;5302;17;7;2011;;;;;;;;;;;;;
198;fall;no;Mon;no;clear sky;0.746667;0.703925;0.65125;0.215804;841;3617;4458;18;7;2011;;;;;;;;;;;;;
199;fall;no;Tue;no;clear sky;0.776667;0.747479;0.650417;0.1306;752;3789;4541;19;7;2011;;;;;;;;;;;;;
200;fall;no;Wed;no;clear sky;0.768333;0.74685;0.707083;0.113817;644;3688;4332;20;7;2011;;;;;;;;;;;;;
201;fall;no;Thu;no;cloudy;0.815;0.826371;0.69125;0.222021;632;3152;3784;21;7;2011;;;;;;;;;;;;;
202;fall;no;Fri;no;clear sky;0.848333;0.840896;0.580417;0.1331;562;2825;3387;22;7;2011;;;;;;;;;;;;;
203;fall;no;Sat;no;clear sky;0.849167;0.804287;0.5;0.131221;987;2298;3285;23;7;2011;;;;;;;;;;;;;
204;fall;no;Sun;no;clear sky;0.83;0.794829;0.550833;0.169171;1050;2556;3606;24;7;2011;;;;;;;;;;;;;
205;fall;no;Mon;no;clear sky;0.743333;0.720958;0.757083;0.0908083;568;3272;3840;25;7;2011;;;;;;;;;;;;;
206;fall;no;Tue;no;clear sky;0.771667;0.696979;0.540833;0.200258;750;3840;4590;26;7;2011;;;;;;;;;;;;;
207;fall;no;Wed;no;clear sky;0.775;0.690667;0.402917;0.183463;755;3901;4656;27;7;2011;;;;;;;;;;;;;
208;fall;no;Thu;no;clear sky;0.779167;0.7399;0.583333;0.178479;606;3784;4390;28;7;2011;;;;;;;;;;;;;
209;fall;no;Fri;no;clear sky;0.838333;0.785967;0.5425;0.174138;670;3176;3846;29;7;2011;;;;;;;;;;;;;
210;fall;no;Sat;no;clear sky;0.804167;0.728537;0.465833;0.168537;1559;2916;4475;30;7;2011;;;;;;;;;;;;;
211;fall;no;Sun;no;clear sky;0.805833;0.729796;0.480833;0.164813;1524;2778;4302;31;7;2011;;;;;;;;;;;;;
212;fall;no;Mon;no;clear sky;0.771667;0.703292;0.550833;0.156717;729;3537;4266;1;8;2011;;;;;;;;;;;;;
213;fall;no;Tue;no;clear sky;0.783333;0.707071;0.49125;0.20585;801;4044;4845;2;8;2011;;;;;;;;;;;;;
214;fall;no;Wed;no;cloudy;0.731667;0.679937;0.6575;0.135583;467;3107;3574;3;8;2011;;;;;;;;;;;;;
215;fall;no;Thu;no;cloudy;0.71;0.664788;0.7575;0.19715;799;3777;4576;4;8;2011;;;;;;;;;;;;;
216;fall;no;Fri;no;clear sky;0.710833;0.656567;0.630833;0.184696;1023;3843;4866;5;8;2011;;;;;;;;;;;;;
217;fall;no;Sat;no;cloudy;0.716667;0.676154;0.755;0.22825;1521;2773;4294;6;8;2011;;;;;;;;;;;;;
218;fall;no;Sun;no;clear sky;0.7425;0.715292;0.752917;0.201487;1298;2487;3785;7;8;2011;;;;;;;;;;;;;
219;fall;no;Mon;no;clear sky;0.765;0.703283;0.592083;0.192175;846;3480;4326;8;8;2011;;;;;;;;;;;;;
220;fall;no;Tue;no;clear sky;0.775;0.724121;0.570417;0.151121;907;3695;4602;9;8;2011;;;;;;;;;;;;;
221;fall;no;Wed;no;clear sky;0.766667;0.684983;0.424167;0.200258;884;3896;4780;10;8;2011;;;;;;;;;;;;;
222;fall;no;Thu;no;clear sky;0.7175;0.651521;0.42375;0.164796;812;3980;4792;11;8;2011;;;;;;;;;;;;;
223;fall;no;Fri;no;clear sky;0.708333;0.654042;0.415;0.125621;1051;3854;4905;12;8;2011;;;;;;;;;;;;;
224;fall;no;Sat;no;cloudy;0.685833;0.645858;0.729583;0.211454;1504;2646;4150;13;8;2011;;;;;;;;;;;;;
225;fall;no;Sun;no;cloudy;0.676667;0.624388;0.8175;0.222633;1338;2482;3820;14;8;2011;;;;;;;;;;;;;
226;fall;no;Mon;no;clear sky;0.665833;0.616167;0.712083;0.208954;775;3563;4338;15;8;2011;;;;;;;;;;;;;
227;fall;no;Tue;no;clear sky;0.700833;0.645837;0.578333;0.236329;721;4004;4725;16;8;2011;;;;;;;;;;;;;
228;fall;no;Wed;no;clear sky;0.723333;0.666671;0.575417;0.143667;668;4026;4694;17;8;2011;;;;;;;;;;;;;
229;fall;no;Thu;no;clear sky;0.711667;0.662258;0.654583;0.233208;639;3166;3805;18;8;2011;;;;;;;;;;;;;
230;fall;no;Fri;no;cloudy;0.685;0.633221;0.722917;0.139308;797;3356;4153;19;8;2011;;;;;;;;;;;;;
231;fall;no;Sat;no;clear sky;0.6975;0.648996;0.674167;0.104467;1914;3277;5191;20;8;2011;;;;;;;;;;;;;
232;fall;no;Sun;no;clear sky;0.710833;0.675525;0.77;0.248754;1249;2624;3873;21;8;2011;;;;;;;;;;;;;
233;fall;no;Mon;no;clear sky;0.691667;0.638254;0.47;0.27675;833;3925;4758;22;8;2011;;;;;;;;;;;;;
234;fall;no;Tue;no;clear sky;0.640833;0.606067;0.455417;0.146763;1281;4614;5895;23;8;2011;;;;;;;;;;;;;
235;fall;no;Wed;no;clear sky;0.673333;0.630692;0.605;0.253108;949;4181;5130;24;8;2011;;;;;;;;;;;;;
236;fall;no;Thu;no;cloudy;0.684167;0.645854;0.771667;0.210833;435;3107;3542;25;8;2011;;;;;;;;;;;;;
237;fall;no;Fri;no;clear sky;0.7;0.659733;0.76125;0.0839625;768;3893;4661;26;8;2011;;;;;;;;;;;;;
238;fall;no;Sat;no;cloudy;0.68;0.635556;0.85;0.375617;226;889;1115;27;8;2011;;;;;;;;;;;;;
239;fall;no;Sun;no;clear sky;0.707059;0.647959;0.561765;0.304659;1415;2919;4334;28;8;2011;;;;;;;;;;;;;
240;fall;no;Mon;no;clear sky;0.636667;0.607958;0.554583;0.159825;729;3905;4634;29;8;2011;;;;;;;;;;;;;
241;fall;no;Tue;no;clear sky;0.639167;0.594704;0.548333;0.125008;775;4429;5204;30;8;2011;;;;;;;;;;;;;
242;fall;no;Wed;no;clear sky;0.656667;0.611121;0.597917;0.0833333;688;4370;5058;31;8;2011;;;;;;;;;;;;;
243;fall;no;Thu;no;clear sky;0.655;0.614921;0.639167;0.141796;783;4332;5115;1;9;2011;;;;;;;;;;;;;
244;fall;no;Fri;no;cloudy;0.643333;0.604808;0.727083;0.139929;875;3852;4727;2;9;2011;;;;;;;;;;;;;
245;fall;no;Sat;no;clear sky;0.669167;0.633213;0.716667;0.185325;1935;2549;4484;3;9;2011;;;;;;;;;;;;;
246;fall;no;Sun;no;clear sky;0.709167;0.665429;0.742083;0.206467;2521;2419;4940;4;9;2011;;;;;;;;;;;;;
247;fall;yes;Mon;no;cloudy;0.673333;0.625646;0.790417;0.212696;1236;2115;3351;5;9;2011;;;;;;;;;;;;;
248;fall;no;Tue;no;light rain;0.54;0.5152;0.886957;0.343943;204;2506;2710;6;9;2011;;;;;;;;;;;;;
249;fall;no;Wed;no;light rain;0.599167;0.544229;0.917083;0.0970208;118;1878;1996;7;9;2011;;;;;;;;;;;;;
250;fall;no;Thu;no;light rain;0.633913;0.555361;0.939565;0.192748;153;1689;1842;8;9;2011;;;;;;;;;;;;;
251;fall;no;Fri;no;cloudy;0.65;0.578946;0.897917;0.124379;417;3127;3544;9;9;2011;;;;;;;;;;;;;
252;fall;no;Sat;no;clear sky;0.66;0.607962;0.75375;0.153608;1750;3595;5345;10;9;2011;;;;;;;;;;;;;
253;fall;no;Sun;no;clear sky;0.653333;0.609229;0.71375;0.115054;1633;3413;5046;11;9;2011;;;;;;;;;;;;;
254;fall;no;Mon;no;clear sky;0.644348;0.60213;0.692174;0.088913;690;4023;4713;12;9;2011;;;;;;;;;;;;;
255;fall;no;Tue;no;clear sky;0.650833;0.603554;0.7125;0.141804;701;4062;4763;13;9;2011;;;;;;;;;;;;;
256;fall;no;Wed;no;clear sky;0.673333;0.6269;0.697083;0.1673;647;4138;4785;14;9;2011;;;;;;;;;;;;;
257;fall;no;Thu;no;cloudy;0.5775;0.553671;0.709167;0.271146;428;3231;3659;15;9;2011;;;;;;;;;;;;;
258;fall;no;Fri;no;cloudy;0.469167;0.461475;0.590417;0.164183;742;4018;4760;16;9;2011;;;;;;;;;;;;;
259;fall;no;Sat;no;cloudy;0.491667;0.478512;0.718333;0.189675;1434;3077;4511;17;9;2011;;;;;;;;;;;;;
260;fall;no;Sun;no;clear sky;0.5075;0.490537;0.695;0.178483;1353;2921;4274;18;9;2011;;;;;;;;;;;;;
261;fall;no;Mon;no;cloudy;0.549167;0.529675;0.69;0.151742;691;3848;4539;19;9;2011;;;;;;;;;;;;;
262;fall;no;Tue;no;cloudy;0.561667;0.532217;0.88125;0.134954;438;3203;3641;20;9;2011;;;;;;;;;;;;;
263;fall;no;Wed;no;cloudy;0.595;0.550533;0.9;0.0964042;539;3813;4352;21;9;2011;;;;;;;;;;;;;
264;fall;no;Thu;no;cloudy;0.628333;0.554963;0.902083;0.128125;555;4240;4795;22;9;2011;;;;;;;;;;;;;
265;winter;no;Fri;no;cloudy;0.609167;0.522125;0.9725;0.0783667;258;2137;2395;23;9;2011;;;;;;;;;;;;;
266;winter;no;Sat;no;cloudy;0.606667;0.564412;0.8625;0.0783833;1776;3647;5423;24;9;2011;;;;;;;;;;;;;
267;winter;no;Sun;no;cloudy;0.634167;0.572637;0.845;0.0503792;1544;3466;5010;25;9;2011;;;;;;;;;;;;;
268;winter;no;Mon;no;cloudy;0.649167;0.589042;0.848333;0.1107;684;3946;4630;26;9;2011;;;;;;;;;;;;;
269;winter;no;Tue;no;cloudy;0.636667;0.574525;0.885417;0.118171;477;3643;4120;27;9;2011;;;;;;;;;;;;;
270;winter;no;Wed;no;cloudy;0.635;0.575158;0.84875;0.148629;480;3427;3907;28;9;2011;;;;;;;;;;;;;
271;winter;no;Thu;no;clear sky;0.616667;0.574512;0.699167;0.172883;653;4186;4839;29;9;2011;;;;;;;;;;;;;
272;winter;no;Fri;no;clear sky;0.564167;0.544829;0.6475;0.206475;830;4372;5202;30;9;2011;;;;;;;;;;;;;
273;winter;no;Sat;no;cloudy;0.41;0.412863;0.75375;0.292296;480;1949;2429;1;10;2011;;;;;;;;;;;;;
274;winter;no;Sun;no;cloudy;0.356667;0.345317;0.791667;0.222013;616;2302;2918;2;10;2011;;;;;;;;;;;;;
275;winter;no;Mon;no;cloudy;0.384167;0.392046;0.760833;0.0833458;330;3240;3570;3;10;2011;;;;;;;;;;;;;
276;winter;no;Tue;no;clear sky;0.484167;0.472858;0.71;0.205854;486;3970;4456;4;10;2011;;;;;;;;;;;;;
277;winter;no;Wed;no;clear sky;0.538333;0.527138;0.647917;0.17725;559;4267;4826;5;10;2011;;;;;;;;;;;;;
278;winter;no;Thu;no;clear sky;0.494167;0.480425;0.620833;0.134954;639;4126;4765;6;10;2011;;;;;;;;;;;;;
279;winter;no;Fri;no;clear sky;0.510833;0.504404;0.684167;0.0223917;949;4036;4985;7;10;2011;;;;;;;;;;;;;
280;winter;no;Sat;no;clear sky;0.521667;0.513242;0.70125;0.0454042;2235;3174;5409;8;10;2011;;;;;;;;;;;;;
281;winter;no;Sun;no;clear sky;0.540833;0.523983;0.7275;0.06345;2397;3114;5511;9;10;2011;;;;;;;;;;;;;
282;winter;yes;Mon;no;clear sky;0.570833;0.542925;0.73375;0.0423042;1514;3603;5117;10;10;2011;;;;;;;;;;;;;
283;winter;no;Tue;no;cloudy;0.566667;0.546096;0.80875;0.143042;667;3896;4563;11;10;2011;;;;;;;;;;;;;
284;winter;no;Wed;no;light rain;0.543333;0.517717;0.90625;0.24815;217;2199;2416;12;10;2011;;;;;;;;;;;;;
285;winter;no;Thu;no;cloudy;0.589167;0.551804;0.896667;0.141787;290;2623;2913;13;10;2011;;;;;;;;;;;;;
286;winter;no;Fri;no;cloudy;0.550833;0.529675;0.71625;0.223883;529;3115;3644;14;10;2011;;;;;;;;;;;;;
287;winter;no;Sat;no;clear sky;0.506667;0.498725;0.483333;0.258083;1899;3318;5217;15;10;2011;;;;;;;;;;;;;
288;winter;no;Sun;no;clear sky;0.511667;0.503154;0.486667;0.281717;1748;3293;5041;16;10;2011;;;;;;;;;;;;;
289;winter;no;Mon;no;clear sky;0.534167;0.510725;0.579583;0.175379;713;3857;4570;17;10;2011;;;;;;;;;;;;;
290;winter;no;Tue;no;cloudy;0.5325;0.522721;0.701667;0.110087;637;4111;4748;18;10;2011;;;;;;;;;;;;;
291;winter;no;Wed;no;light rain;0.541739;0.513848;0.895217;0.243339;254;2170;2424;19;10;2011;;;;;;;;;;;;;
292;winter;no;Thu;no;clear sky;0.475833;0.466525;0.63625;0.422275;471;3724;4195;20;10;2011;;;;;;;;;;;;;
293;winter;no;Fri;no;clear sky;0.4275;0.423596;0.574167;0.221396;676;3628;4304;21;10;2011;;;;;;;;;;;;;
294;winter;no;Sat;no;clear sky;0.4225;0.425492;0.629167;0.0926667;1499;2809;4308;22;10;2011;;;;;;;;;;;;;
295;winter;no;Sun;no;clear sky;0.421667;0.422333;0.74125;0.0995125;1619;2762;4381;23;10;2011;;;;;;;;;;;;;
296;winter;no;Mon;no;clear sky;0.463333;0.457067;0.772083;0.118792;699;3488;4187;24;10;2011;;;;;;;;;;;;;
297;winter;no;Tue;no;clear sky;0.471667;0.463375;0.622917;0.166658;695;3992;4687;25;10;2011;;;;;;;;;;;;;
298;winter;no;Wed;no;cloudy;0.484167;0.472846;0.720417;0.148642;404;3490;3894;26;10;2011;;;;;;;;;;;;;
299;winter;no;Thu;no;cloudy;0.47;0.457046;0.812917;0.197763;240;2419;2659;27;10;2011;;;;;;;;;;;;;
300;winter;no;Fri;no;cloudy;0.330833;0.318812;0.585833;0.229479;456;3291;3747;28;10;2011;;;;;;;;;;;;;
301;winter;no;Sat;no;light rain;0.254167;0.227913;0.8825;0.351371;57;570;627;29;10;2011;;;;;;;;;;;;;
302;winter;no;Sun;no;clear sky;0.319167;0.321329;0.62375;0.176617;885;2446;3331;30;10;2011;;;;;;;;;;;;;
303;winter;no;Mon;no;clear sky;0.34;0.356063;0.703333;0.10635;362;3307;3669;31;10;2011;;;;;;;;;;;;;
304;winter;no;Tue;no;clear sky;0.400833;0.397088;0.68375;0.135571;410;3658;4068;1;11;2011;;;;;;;;;;;;;
305;winter;no;Wed;no;clear sky;0.3775;0.390133;0.71875;0.0820917;370;3816;4186;2;11;2011;;;;;;;;;;;;;
306;winter;no;Thu;no;clear sky;0.408333;0.405921;0.702083;0.136817;318;3656;3974;3;11;2011;;;;;;;;;;;;;
307;winter;no;Fri;no;cloudy;0.403333;0.403392;0.6225;0.271779;470;3576;4046;4;11;2011;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;